Location Name,Latitude,Longitude,Provider,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps,Minimum Latency,Test Count,Sample Count,User Count
"Polangui, Albay, Philippines",13.29368,123.48542,PLDT Home Fiber,113906,113964,113.91,113.96,11,6,3,3
"Manjuyod, Negros Oriental, Philippines",9.71246,123.10141,Globe,63817,193948,63.82,193.95,5,6,3,3
"Masinloc, Zambales, Philippines",15.52089,120.04341,Globe,264126,246254,264.13,246.25,7,6,2,2
"Kalawit, Zamboanga del Norte, Philippines",7.93821,122.51464,PLDT,71628,49337,71.63,49.34,15,6,4,4
"Tubao, La Union, Philippines",16.35586,120.42424,PLDT Home Fiber,24232,44681,24.23,44.68,13,6,1,3
"Bulan, Sorsogon, Philippines",12.70367,123.90809,Globe,61933,59103,61.93,59.10,29,6,1,4
"Laoang, Northern Samar, Philippines",12.50219,125.01679,PLDT Home Fiber,4369,4301,4.37,4.30,17,6,2,5
"Dingle, Iloilo, Philippines",10.9991,122.67043,Converge,76116,70062,76.12,70.06,13,6,2,2
"Lupi, Camarines Sur, Philippines",13.78895,122.90853,PLDT Home Fiber,11279,10260,11.28,10.26,37,6,2,3
"Carranglan, Nueva Ecija, Philippines",15.97584,121.03351,Globe,78901,69997,78.90,70.00,9,6,3,4
"Pilar, Capiz, Philippines",11.46783,123.02262,PLDT Home Fiber,83936,73487,83.94,73.49,11,6,4,5
"Norala, South Cotabato, Philippines",6.5061,124.66353,PLDT,3941,3864,3.94,3.86,26,6,2,2
"Santa Elena, Camarines Norte, Philippines",14.13615,122.37876,PLDT,23847,25319,23.85,25.32,14,6,2,6
"Lawaan, Eastern Samar, Philippines",11.18257,125.28076,PLDT,9245,8217,9.25,8.22,25,6,3,4
"Dupax Del Norte, Nueva Vizcaya, Philippines",16.21435,121.23974,Globe,117235,112371,117.24,112.37,6,6,3,3
"Binmaley, Pangasinan, Philippines",16.02892,120.26882,Globe,60190,51688,60.19,51.69,5,6,5,5
"Kalayaan, Laguna, Philippines",14.32356,121.47757,PLDT Home Fiber,34039,49099,34.04,49.10,5,6,1,3
"Buldon, Maguindanao, Philippines",7.47483,124.39764,PLDT Home Fiber,167715,150393,167.72,150.39,7,6,3,3
"Alcala, Pangasinan, Philippines",15.8546,120.53942,PLDT,46238,30377,46.24,30.38,10,6,3,4
"Enrile, Cagayan, Philippines",17.56886,121.65113,PLDT Home Fiber,66407,73573,66.41,73.57,12,6,4,5
"Sual, Pangasinan, Philippines",16.06783,120.04341,Globe,277491,240167,277.49,240.17,6,6,1,1
"Kapatagan, Lanao del Norte, Philippines",7.86776,123.72942,Globe,231138,253633,231.14,253.63,7,6,1,3
"Dasol, Pangasinan, Philippines",15.96259,119.90466,PLDT,279248,297228,279.25,297.23,12,6,2,4
"Buluan, Maguindanao, Philippines",6.70802,124.79065,PLDT Home Fiber,5188,7008,5.19,7.01,12,6,1,2
"San Enrique, Negros Occidental, Philippines",10.42735,122.86485,PLDT Home Fiber,39702,39665,39.70,39.67,8,6,3,3
"President Roxas, Cotabato, Philippines",7.37928,125.06084,Globe,575926,528689,575.93,528.69,1,6,5,6
"Panay, Capiz, Philippines",11.54148,122.83102,Converge,12541,7052,12.54,7.05,12,6,1,2
"Alangalang, Leyte, Philippines",11.23565,124.88449,PLDT Home Fiber,176225,279131,176.23,279.13,7,6,3,3
"Zaragoza, Nueva Ecija, Philippines",15.46003,120.79246,Converge,99597,164483,99.60,164.48,7,6,1,2
"Catarman, Northern Samar, Philippines",12.44271,124.61927,PLDT,76965,67265,76.97,67.27,21,5,3,4
"Hinabangan, Samar, Philippines",11.7358,125.19286,PLDT,58809,63910,58.81,63.91,25,5,2,5
"Tangalan, Aklan, Philippines",11.74616,122.23135,PLDT Home Fiber,69521,176916,69.52,176.92,10,5,2,3
"Banga, South Cotabato, Philippines",6.38791,124.79617,Globe,82687,145466,82.69,145.47,6,5,4,5
"Amlan, Negros Oriental, Philippines",9.44436,123.18013,Globe,59861,51994,59.86,51.99,5,5,3,3
"Currimao, Ilocos Norte, Philippines",18.00626,120.51064,Converge,33623,32682,33.62,32.68,13,5,2,3
"Hagonoy, Davao del Sur, Philippines",6.69701,125.3137,PLDT,33388,34638,33.39,34.64,9,5,1,4
"Buenavista, Quezon, Philippines",13.72249,122.42407,PLDT Home Fiber,308983,309714,308.98,309.71,5,5,2,4
"Gonzaga, Cagayan, Philippines",18.24148,122.10647,Globe,79938,75699,79.94,75.70,15,5,1,1
"Lopez Jaena, Misamis Occidental, Philippines",8.55109,123.76857,PLDT,383330,213901,383.33,213.90,6,5,4,4
"Anda, Bohol, Philippines",9.76924,124.56391,PLDT,27696,26792,27.70,26.79,7,5,3,3
"Maribojoc, Bohol, Philippines",9.75462,123.85229,PLDT Home Fiber,149482,167821,149.48,167.82,5,5,1,1
"Santa Elena, Camarines Norte, Philippines",14.13615,122.37876,Globe,83166,84909,83.17,84.91,12,5,2,2
"Bacolor, Pampanga, Philippines",14.99692,120.65235,Globe,198881,48488,198.88,48.49,7,5,3,4
"San Francisco (Aurora), Quezon, Philippines",13.29776,122.5599,PLDT,41278,41062,41.28,41.06,14,5,3,3
"Lobo, Batangas, Philippines",13.6877,121.23974,PLDT,55400,52457,55.40,52.46,7,5,4,4
"Ocampo, Camarines Sur, Philippines",13.58198,123.37106,Globe,10980,4355,10.98,4.36,11,5,1,1
"Del Carmen, Surigao del Norte, Philippines",9.87498,125.98055,PLDT Home Fiber,10922,10768,10.92,10.77,16,5,2,4
"Cabagan, Isabela, Philippines",17.36078,121.87903,PLDT Home Fiber,122408,48900,122.41,48.90,13,5,1,3
"Calatagan, Batangas, Philippines",13.88203,120.6545,PLDT,74475,91990,74.48,91.99,11,5,1,3
"City of El Salvador, Misamis Oriental, Philippines",8.47767,124.47527,Globe,36115,10289,36.12,10.29,16,5,3,3
"Mallig, Isabela, Philippines",17.15803,121.61307,PLDT,8123,8526,8.12,8.53,21,5,3,4
"Dumalinao, Zamboanga del Sur, Philippines",7.78792,123.37106,PLDT,2806,2559,2.81,2.56,30,5,1,4
"Kayapa, Nueva Vizcaya, Philippines",16.49326,120.94174,Globe,375979,204440,375.98,204.44,4,5,3,3
"Pilar, Bataan, Philippines",14.60553,120.51639,Globe,133099,147696,133.10,147.70,8,5,4,4
"Datu Anggal Midtimbang, Maguindanao, Philippines",6.99336,124.34176,Globe,30361,47165,30.36,47.17,9,5,1,1
"Bagabag, Nueva Vizcaya, Philippines",16.58337,121.28552,Globe,265724,242672,265.72,242.67,6,5,1,1
"Dagohoy, Bohol, Philippines",9.89786,124.2755,PLDT Home Fiber,6956,8465,6.96,8.47,8,5,2,3
"Santa Cruz, Marinduque, Philippines",13.45623,122.01555,PLDT,106536,128628,106.54,128.63,8,5,2,2
"Abulug, Cagayan, Philippines",18.36771,121.42276,PLDT Home Fiber,185081,92522,185.08,92.52,53,5,2,2
"Santo Domingo, Albay, Philippines",13.25265,123.76295,PLDT,118296,132747,118.30,132.75,7,5,2,4
"Pasacao, Camarines Sur, Philippines",13.54666,123.0001,Converge,212783,279171,212.78,279.17,3,5,1,2
"Mahaplag, Leyte, Philippines",10.58605,124.99475,Converge,108740,115272,108.74,115.27,4,5,1,2
"Bantay, Ilocos Sur, Philippines",17.59832,120.44729,PLDT Home Fiber,154170,197997,154.17,198.00,8,5,3,4
"City of Baybay, Leyte, Philippines",10.66858,124.80409,PLDT Home Fiber,135378,105957,135.38,105.96,5,5,4,4
"Balilihan, Bohol, Philippines",9.76704,123.9973,PLDT,54771,86068,54.77,86.07,19,5,2,3
"Ginatilan, Cebu, Philippines",9.58112,123.33739,Globe,168139,103973,168.14,103.97,8,5,3,4
"Sultan Kudarat (Nuling), Maguindanao, Philippines",7.26221,124.30883,PLDT,163747,190220,163.75,190.22,4,5,1,3
"Ibajay, Aklan, Philippines",11.75186,122.18596,PLDT Home Fiber,116077,91488,116.08,91.49,26,5,4,4
"Talisayan, Misamis Oriental, Philippines",8.95565,124.91758,PLDT,171474,103479,171.47,103.48,5,5,2,3
"San Andres, Romblon, Philippines",12.53099,122.04965,PLDT,50533,95259,50.53,95.26,36,5,1,1
"Socorro, Oriental Mindoro, Philippines",13.09119,121.34273,PLDT,66479,61335,66.48,61.34,12,5,1,4
"Guiuan, Eastern Samar, Philippines",10.79308,125.68607,PLDT Home Fiber,308095,332245,308.10,332.25,9,5,3,5
"Ramos, Tarlac, Philippines",15.67893,120.62574,Converge,173033,136918,173.03,136.92,4,5,2,3
"Panaon, Misamis Occidental, Philippines",8.36653,123.83929,PLDT Home Fiber,120624,106986,120.62,106.99,7,5,2,4
"City Of Bislig, Surigao del Sur, Philippines",8.21006,126.28478,PLDT,30511,14735,30.51,14.74,18,5,3,3
"Isabel, Leyte, Philippines",10.93408,124.4531,PLDT Home Fiber,47251,48363,47.25,48.36,18,5,1,1
"Burgos, Ilocos Norte, Philippines",18.50848,120.643,Converge,81654,126419,81.65,126.42,12,5,3,3
"Pagudpud, Ilocos Norte, Philippines",18.55216,120.87286,Converge,247468,203838,247.47,203.84,11,5,2,3
"Alubijid, Misamis Oriental, Philippines",8.53597,124.4531,Globe,280531,29948,280.53,29.95,16,5,2,2
"Silago, Southern Leyte, Philippines",10.51472,125.10487,Globe,16875,1003,16.88,1.00,57,5,1,1
"Tubao, La Union, Philippines",16.35586,120.42424,Converge,42577,48822,42.58,48.82,3,5,3,3
"Angadanan, Isabela, Philippines",16.7913,121.78792,Converge,100752,105889,100.75,105.89,7,5,2,2
"Jabonga, Agusan Del Norte, Philippines",9.35888,125.58767,PLDT Home Fiber,42038,75844,42.04,75.84,7,5,2,3
"Marabut, Samar, Philippines",11.1996,125.22584,PLDT,5391,5074,5.39,5.07,27,5,2,3
"Santa Maria, Ilocos Sur, Philippines",17.37881,120.49336,Globe,120718,105197,120.72,105.20,8,5,3,3
"Buenavista, Agusan Del Norte, Philippines",8.97318,125.40853,PLDT,62298,39762,62.30,39.76,13,5,2,2
"Marihatag, Surigao del Sur, Philippines",8.81155,126.15454,PLDT,20945,23002,20.95,23.00,10,5,2,2
"Loboc, Bohol, Philippines",9.64737,124.04187,Globe,26825,20737,26.83,20.74,22,5,2,5
"Allacapan, Cagayan, Philippines",18.21617,121.55983,PLDT,86167,88852,86.17,88.85,13,5,2,3
"Caba, La Union, Philippines",16.44743,120.37814,Globe,118655,107588,118.66,107.59,7,5,3,3
"Botolan, Zambales, Philippines",15.26625,120.20511,Globe,118911,102969,118.91,102.97,9,5,3,4
"City of Tayabas, Quezon, Philippines",14.01135,121.55983,Globe,88995,93878,89.00,93.88,8,5,1,2
"Kalibo, Aklan, Philippines",11.70734,122.36986,PLDT,41432,47666,41.43,47.67,10,5,1,3
"Santander, Cebu, Philippines",9.44684,123.33739,Globe,232398,316151,232.40,316.15,6,5,2,3
"Tulunan, Cotabato, Philippines",6.83042,124.87469,PLDT Home Fiber,142881,146199,142.88,146.20,11,5,2,4
"Tanudan, Kalinga, Philippines",17.26256,121.23974,PLDT,461352,216968,461.35,216.97,11,5,3,4
"Victoria, Tarlac, Philippines",15.59077,120.68901,PLDT,87302,88127,87.30,88.13,7,5,2,3
"Dangcagan, Bukidnon, Philippines",7.5944,125.00577,Globe,120975,200286,120.98,200.29,11,5,3,3
"Ramon, Isabela, Philippines",16.8047,121.52558,PLDT,15640,23164,15.64,23.16,12,5,2,4
"San Isidro, Davao del Norte, Philippines",7.74798,125.72938,PLDT,195615,64709,195.62,64.71,29,5,1,1
"San Miguel, Leyte, Philippines",11.3078,124.85138,PLDT,15330,11906,15.33,11.91,12,5,2,2
"Malinao, Albay, Philippines",13.38106,123.63996,Globe,89871,87066,89.87,87.07,20,5,2,3
"Buenavista, Agusan Del Norte, Philippines",8.97318,125.40853,Globe,121816,85018,121.82,85.02,11,5,2,3
"Bangui, Ilocos Norte, Philippines",18.49205,120.735,PLDT Home Fiber,192714,169682,192.71,169.68,10,5,1,2
"Banna, Ilocos Norte, Philippines",17.95679,120.643,PLDT Home Fiber,167031,136557,167.03,136.56,11,5,2,2
"Cabagan, Isabela, Philippines",17.36078,121.87903,PLDT,18143,46246,18.14,46.25,17,5,2,4
"Patnongon, Antique, Philippines",10.92303,122.06102,PLDT Home Fiber,454083,447613,454.08,447.61,11,5,2,3
"Balete, Batangas, Philippines",14.0092,121.10802,PLDT,135999,105092,136.00,105.09,4,5,1,3
"Dagami, Leyte, Philippines",11.04826,124.84034,Globe,114965,269890,114.97,269.89,12,5,3,3
"Guindulman, Bohol, Philippines",9.78199,124.4531,PLDT Home Fiber,5244,6986,5.24,6.99,6,5,1,1
"San Jose, Northern Samar, Philippines",12.48992,124.49744,PLDT Home Fiber,88838,101991,88.84,101.99,34,5,1,1
"Tago, Surigao del Sur, Philippines",8.95941,126.15454,PLDT Home Fiber,171654,33858,171.65,33.86,11,5,3,3
"Pasuquin, Ilocos Norte, Philippines",18.33859,120.643,Converge,283831,264919,283.83,264.92,11,5,3,3
"Kabasalan, Zamboanga Sibugay, Philippines",7.83532,122.83102,PLDT,29685,16905,29.69,16.91,21,5,2,3
"Bula, Camarines Sur, Philippines",13.44119,123.23632,Globe,173722,170565,173.72,170.57,13,5,2,2
"Castillejos, Zambales, Philippines",14.94382,120.19357,Globe,59317,53323,59.32,53.32,8,5,3,4
"Masinloc, Zambales, Philippines",15.52089,120.04341,Converge,66462,72029,66.46,72.03,7,5,3,4
"Julita, Leyte, Philippines",10.98417,124.96169,PLDT Home Fiber,70605,49976,70.61,49.98,6,5,1,2
"Pontevedra, Capiz, Philippines",11.4285,122.86485,Globe,71791,61241,71.79,61.24,6,5,2,4
"Tugaya, Lanao del Sur, Philippines",7.89514,124.14207,Globe,31073,48096,31.07,48.10,12,5,1,2
"Burgos, Pangasinan, Philippines",16.04522,119.8468,Converge,226965,283229,226.97,283.23,5,5,2,2
"Medellin, Cebu, Philippines",11.1491,123.98615,PLDT,56167,57173,56.17,57.17,5,5,3,4
"Nampicuan, Nueva Ecija, Philippines",15.71112,120.6545,Converge,134152,212198,134.15,212.20,5,5,1,1
"Tabina, Zamboanga del Sur, Philippines",7.42208,123.40471,PLDT,38264,62881,38.26,62.88,7,5,1,2
"Santa Rosa, Nueva Ecija, Philippines",15.42502,120.93838,PLDT,267330,251727,267.33,251.73,9,5,2,4
"Santa Teresita, Cagayan, Philippines",18.24591,121.91318,Globe,125590,145493,125.59,145.49,14,5,2,2
"Bagac, Bataan, Philippines",14.63082,120.41272,PLDT Home Fiber,188296,201601,188.30,201.60,7,5,2,2
"Dalaguete, Cebu, Philippines",9.78366,123.5056,Converge,64540,89436,64.54,89.44,6,5,3,3
"Jose Panganiban, Camarines Norte, Philippines",14.25107,122.69555,PLDT,11465,13462,11.47,13.46,12,5,3,5
"Gonzaga, Cagayan, Philippines",18.24148,122.10647,PLDT Home Fiber,34468,48558,34.47,48.56,18,5,4,4
"Alabel, Sarangani, Philippines",6.10416,125.28792,PLDT,52576,33766,52.58,33.77,15,5,3,4
"Sikatuna, Bohol, Philippines",9.68225,123.98615,PLDT,20394,23113,20.39,23.11,26,5,1,1
"Sierra Bullones, Bohol, Philippines",9.78072,124.29772,PLDT Home Fiber,76367,61543,76.37,61.54,6,5,2,3
"Banaybanay, Davao Oriental, Philippines",7.07628,126.02409,PLDT Home Fiber,106717,63510,106.72,63.51,40,5,2,3
"Calinog, Iloilo, Philippines",11.14579,122.51464,Globe,218747,312089,218.75,312.09,19,5,1,5
"Sibonga, Cebu, Philippines",10.01547,123.584,Globe,113270,160714,113.27,160.71,8,5,3,4
"Masinloc, Zambales, Philippines",15.52089,120.04341,PLDT,16072,13750,16.07,13.75,26,5,2,3
"Calauag, Quezon, Philippines",14.11572,122.2427,PLDT,86810,106942,86.81,106.94,4,5,4,5
"San Mateo, Isabela, Philippines",16.87673,121.59408,Converge,240944,157353,240.94,157.35,9,5,4,5
"Santa Elena, Camarines Norte, Philippines",14.13615,122.37876,Converge,274427,301096,274.43,301.10,6,5,3,4
"Daram, Samar, Philippines",11.58537,124.80722,PLDT,4852,4700,4.85,4.70,16,5,1,1
"Gattaran, Cagayan, Philippines",18.07365,121.87903,PLDT Home Fiber,23207,32229,23.21,32.23,16,5,2,3
"Nagtipunan, Quirino, Philippines",16.15243,121.49132,PLDT,45672,24532,45.67,24.53,21,5,5,5
"Santo Tomas, Pangasinan, Philippines",15.86586,120.5682,PLDT Home Fiber,69093,49832,69.09,49.83,24,5,2,2
"Iguig, Cagayan, Philippines",17.74995,121.75374,Converge,30485,10580,30.49,10.58,18,5,1,4
"Sugbongcogon, Misamis Oriental, Philippines",8.94581,124.79065,Globe,13067,2254,13.07,2.25,37,5,1,1
"Salay, Misamis Oriental, Philippines",8.8714,124.8293,Globe,174125,175223,174.13,175.22,11,4,2,2
"Taytay, Palawan, Philippines",10.66876,119.46436,PLDT Home Fiber,296287,282330,296.29,282.33,33,4,3,4
"Quezon, Nueva Vizcaya, Philippines",16.45779,121.28552,PLDT Home Fiber,47743,54398,47.74,54.40,12,4,2,2
"Antipas, Cotabato, Philippines",7.27386,125.01679,Globe,133848,134455,133.85,134.46,6,4,4,4
"Rizal, Occidental Mindoro, Philippines",12.49396,121.01057,Converge,121734,284219,121.73,284.22,9,4,1,2
"Reina Mercedes, Isabela, Philippines",17.0087,121.79932,PLDT,47500,25076,47.50,25.08,12,4,1,3
"Asipulo, Ifugao, Philippines",16.66328,121.05644,PLDT Home Fiber,18419,17424,18.42,17.42,26,4,1,2
"Rosario, Agusan del Sur, Philippines",8.34247,126.0676,PLDT Home Fiber,62033,93304,62.03,93.30,30,4,2,4
"Bagac, Bataan, Philippines",14.63082,120.41272,PLDT,60221,54285,60.22,54.29,12,4,1,3
"President Roxas, Capiz, Philippines",11.40588,122.9663,PLDT,110507,612441,110.51,612.44,8,4,1,1
"Sulat, Eastern Samar, Philippines",11.82105,125.41244,PLDT Home Fiber,10214,14969,10.21,14.97,8,4,3,3
"San Pablo, Isabela, Philippines",17.47886,122.03829,Converge,6356,8434,6.36,8.43,22,4,1,1
"New Washington, Aklan, Philippines",11.6466,122.39009,PLDT,53357,105463,53.36,105.46,12,4,2,2
"Laur, Nueva Ecija, Philippines",15.52477,121.18249,Converge,121514,116957,121.51,116.96,6,4,2,4
"Santa Marcela, Apayao, Philippines",18.29178,121.43419,Converge,257308,314333,257.31,314.33,13,4,3,3
"Solana, Cagayan, Philippines",17.65284,121.65113,Converge,96134,84919,96.13,84.92,13,4,1,1
"Tunga, Leyte, Philippines",11.2477,124.75751,Converge,180413,305619,180.41,305.62,6,4,2,3
"Alburquerque, Bohol, Philippines",9.62742,123.96385,Globe,316257,192522,316.26,192.52,5,4,3,3
"Santa Lucia, Ilocos Sur, Philippines",17.12888,120.47033,Globe,49969,56177,49.97,56.18,8,4,4,4
"Llanera, Nueva Ecija, Philippines",15.66623,121.01057,Globe,25381,25048,25.38,25.05,11,4,3,3
"Tolosa, Leyte, Philippines",11.03883,125.02229,PLDT Home Fiber,304387,162005,304.39,162.01,6,4,3,4
"Cabarroguis, Quirino, Philippines",16.41991,121.51416,Globe,172600,195922,172.60,195.92,5,4,2,2
"Diffun, Quirino, Philippines",16.55288,121.46847,PLDT,97488,108434,97.49,108.43,21,4,2,2
"Mandaon, Masbate, Philippines",12.26921,123.32617,PLDT,39614,10663,39.61,10.66,13,4,3,4
"Luna, La Union, Philippines",16.83085,120.35508,PLDT,95958,75141,95.96,75.14,4,4,2,3
"Babatngon, Leyte, Philippines",11.39051,124.88449,PLDT Home Fiber,47066,111110,47.07,111.11,19,4,1,3
"Tomas Oppus, Southern Leyte, Philippines",10.27733,124.93964,PLDT,12798,83044,12.80,83.04,26,4,2,2
"Medellin, Cebu, Philippines",11.1491,123.98615,Converge,105805,9992,105.81,9.99,4,4,2,4
"Libon, Albay, Philippines",13.26065,123.37106,PLDT,50378,51649,50.38,51.65,9,4,4,4
"Datu Paglas, Maguindanao, Philippines",6.74106,124.88449,PLDT Home Fiber,9151,9141,9.15,9.14,17,4,1,3
"Atimonan, Quezon, Philippines",13.96507,121.87903,PLDT,86375,122730,86.38,122.73,3,4,2,2
"San Miguel, Bohol, Philippines",9.994,124.35324,PLDT,32551,34392,32.55,34.39,18,4,2,3
"Luna, La Union, Philippines",16.83085,120.35508,PLDT Home Fiber,78075,120960,78.08,120.96,5,4,2,2
"San Clemente, Tarlac, Philippines",15.63833,120.30895,PLDT Home Fiber,200254,285728,200.25,285.73,7,4,2,2
"Gen. S. K. Pendatun, Maguindanao, Philippines",6.81786,124.71882,PLDT,55683,52703,55.68,52.70,26,4,1,1
"General Tinio (Papaya), Nueva Ecija, Philippines",15.36345,121.21685,Globe,131995,145145,132.00,145.15,13,4,2,3
"Santa Maria, Davao Occidental, Philippines",6.51521,125.45628,PLDT,99145,105453,99.15,105.45,20,4,2,2
"Paracelis, Mountain Province, Philippines",17.15622,121.49132,PLDT Home Fiber,26389,25830,26.39,25.83,12,4,1,3
"Naguilian, La Union, Philippines",16.52435,120.42424,Globe,91177,103417,91.18,103.42,6,4,4,4
"Tupi, South Cotabato, Philippines",6.33849,124.97271,Globe,62333,52340,62.33,52.34,12,4,3,3
"Paranas, Samar, Philippines",11.87482,125.17087,PLDT Home Fiber,302466,349069,302.47,349.07,8,4,2,2
"Santa Maria, Laguna, Philippines",14.48365,121.42276,PLDT Home Fiber,140524,169201,140.52,169.20,9,4,4,4
"Santo Tomas, Pampanga, Philippines",14.99601,120.70407,PLDT,84409,94559,84.41,94.56,12,4,2,3
"Lal-lo, Cagayan, Philippines",18.15767,121.87903,Converge,372833,316440,372.83,316.44,10,4,4,4
"Claver, Surigao del Norte, Philippines",9.50458,125.78435,Globe,28444,13729,28.44,13.73,15,4,2,2
"Anini-y, Antique, Philippines",10.45152,121.95869,PLDT Home Fiber,11181,13871,11.18,13.87,11,4,2,3
"Santa Maria, Davao Occidental, Philippines",6.51521,125.45628,PLDT Home Fiber,217839,191303,217.84,191.30,12,4,3,4
"Pagbilao, Quezon, Philippines",13.99683,121.73095,Globe,306923,312010,306.92,312.01,9,4,1,2
"Madalag, Aklan, Philippines",11.46177,122.19731,PLDT,16824,51069,16.82,51.07,10,4,2,3
"Sudipen, La Union, Philippines",16.85055,120.49336,PLDT Home Fiber,70587,87123,70.59,87.12,3,4,4,4
"Kananga, Leyte, Philippines",11.16036,124.57499,PLDT,6685,24187,6.69,24.19,5,4,3,4
"Sinait, Ilocos Sur, Philippines",17.85347,120.50488,PLDT Home Fiber,32066,33768,32.07,33.77,14,4,3,3
"Dupax Del Norte, Nueva Vizcaya, Philippines",16.21435,121.23974,PLDT,71665,70464,71.67,70.46,9,4,2,3
"Lagawe, Ifugao, Philippines",16.80825,121.19395,Converge,70465,56455,70.47,56.46,11,4,2,3
"Lila, Bohol, Philippines",9.61254,124.09755,PLDT Home Fiber,50482,55400,50.48,55.40,5,4,2,2
"Gainza, Camarines Sur, Philippines",13.61146,123.14078,PLDT Home Fiber,213641,175734,213.64,175.73,18,4,1,2
"Malalag, Davao del Sur, Philippines",6.54894,125.2588,Converge,244058,258020,244.06,258.02,3,4,2,3
"Lidlidda, Ilocos Sur, Philippines",17.26534,120.53942,Converge,156731,97074,156.73,97.07,11,4,2,2
"Bato, Leyte, Philippines",10.32908,124.8293,PLDT,32756,32996,32.76,33.00,24,4,2,3
"Nueva Era, Ilocos Norte, Philippines",17.94079,120.735,Converge,44095,44017,44.10,44.02,11,4,1,2
"Macarthur, Leyte, Philippines",10.82736,124.98373,Globe,295740,283693,295.74,283.69,22,4,3,3
"San Vicente, Ilocos Sur, Philippines",17.61825,120.36085,PLDT,15196,15251,15.20,15.25,5,4,1,3
"Cateel, Davao Oriental, Philippines",7.76918,126.32814,Globe,95661,123760,95.66,123.76,9,4,1,1
"Flora, Apayao, Philippines",18.1146,121.42276,Converge,269508,174960,269.51,174.96,15,4,2,3
"Nasipit, Agusan Del Norte, Philippines",8.93971,125.32468,Globe,50137,58874,50.14,58.87,7,4,1,1
"Libona, Bukidnon, Philippines",8.32895,124.75198,Globe,37278,3696,37.28,3.70,22,4,1,1
"Labason, Zamboanga del Norte, Philippines",8.01373,122.51464,PLDT,302649,185814,302.65,185.81,8,4,1,2
"Padre Burgos, Quezon, Philippines",13.91629,121.81546,Converge,169066,175936,169.07,175.94,32,4,2,3
"Banaybanay, Davao Oriental, Philippines",7.07628,126.02409,Globe,290779,275511,290.78,275.51,5,4,1,1
"Puerto Galera, Oriental Mindoro, Philippines",13.44475,120.91878,PLDT Home Fiber,82416,94722,82.42,94.72,36,4,3,4
"Dumalag, Capiz, Philippines",11.32106,122.61644,Globe,19170,18469,19.17,18.47,14,4,1,1
"Abuyog, Leyte, Philippines",10.67348,125.06084,PLDT Home Fiber,229641,220017,229.64,220.02,7,4,3,4
"Guagua, Pampanga, Philippines",14.96374,120.63244,Globe,277283,280863,277.28,280.86,6,4,2,2
"Concepcion, Iloilo, Philippines",11.20333,123.09015,PLDT Home Fiber,67566,67806,67.57,67.81,8,4,2,3
"Sumilao, Bukidnon, Philippines",8.2372,124.92861,PLDT Home Fiber,83173,43824,83.17,43.82,7,4,1,2
"Kiblawan, Davao del Sur, Philippines",6.63233,125.22584,PLDT Home Fiber,5483,5105,5.48,5.11,44,4,1,2
"Santa Ana, Cagayan, Philippines",18.36702,122.22001,Converge,141043,170881,141.04,170.88,11,4,2,4
"Pagbilao, Quezon, Philippines",13.99683,121.73095,PLDT,242880,187517,242.88,187.52,7,4,4,4
"Siquijor, Philippines",9.19621,123.53921,PLDT,48311,22339,48.31,22.34,18,4,2,4
"Nampicuan, Nueva Ecija, Philippines",15.71112,120.6545,PLDT,128205,170067,128.21,170.07,17,4,2,2
"Taytay, Palawan, Philippines",10.66876,119.46436,Converge,537045,314557,537.05,314.56,9,4,1,2
"Aparri, Cagayan, Philippines",18.33423,121.60549,Globe,81028,122112,81.03,122.11,12,4,1,2
"Laguindingan, Misamis Oriental, Philippines",8.59435,124.43092,Converge,199288,221077,199.29,221.08,26,4,1,4
"Jones, Isabela, Philippines",16.58262,121.78792,Converge,35249,50052,35.25,50.05,8,4,1,2
"Tupi, South Cotabato, Philippines",6.33849,124.97271,PLDT,17569,16409,17.57,16.41,10,4,3,3
"Canaman, Camarines Sur, Philippines",13.64758,123.13515,Globe,251502,132353,251.50,132.35,11,4,3,4
"Albuera, Leyte, Philippines",10.90539,124.75198,PLDT Home Fiber,289067,258902,289.07,258.90,3,4,1,2
"Castillejos, Zambales, Philippines",14.94382,120.19357,PLDT,361625,97575,361.63,97.58,13,4,2,4
"Valencia, Negros Oriental, Philippines",9.28494,123.1464,PLDT,69757,88693,69.76,88.69,8,4,3,3
"Magsaysay, Occidental Mindoro, Philippines",12.34908,121.19395,PLDT Home Fiber,77234,94450,77.23,94.45,24,4,2,2
"Quezon, Isabela, Philippines",17.31045,121.60523,Globe,126272,100184,126.27,100.18,8,4,3,3
"Camalaniugan, Cagayan, Philippines",18.27534,121.69674,Converge,48614,48872,48.61,48.87,12,4,2,4
"Santa Maria, Ilocos Sur, Philippines",17.37881,120.49336,PLDT,271472,200284,271.47,200.28,3,4,1,3
"Quezon, Philippines",14.06282,122.11783,PLDT Home Fiber,13535,14312,13.54,14.31,15,4,2,4
"Hernani, Eastern Samar, Philippines",11.32206,125.59861,Globe,192481,186215,192.48,186.22,24,4,2,2
"San Andres, Quezon, Philippines",13.32519,122.65035,PLDT Home Fiber,153821,282771,153.82,282.77,10,4,2,3
"Kapatagan, Lanao del Norte, Philippines",7.86776,123.72942,PLDT,53899,53675,53.90,53.68,10,4,3,4
"Sumilao, Bukidnon, Philippines",8.2372,124.92861,PLDT,23925,28401,23.93,28.40,4,4,2,2
