Location Name,Latitude,Longitude,Provider,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps,Minimum Latency,Test Count,Sample Count,User Count
"Tinambac, Camarines Sur, Philippines",13.90428,123.37106,PLDT,61950,274044,61.95,274.04,9,13,4,5
"Isabela, Basilan, Philippines",6.70387,121.9799,Globe,121181,77017,121.18,77.02,13,13,3,3
"Lucena City, Quezon, Philippines",13.94139,121.62345,Globe,104441,99871,104.44,99.87,8,13,9,12
"Calumpit, Bulacan, Philippines",14.91518,120.7662,PLDT,81458,9484,81.46,9.48,25,13,5,7
"Cordova, Cebu, Philippines",10.25278,123.9494,Converge,93521,94508,93.52,94.51,7,13,9,11
"San Jacinto, Masbate, Philippines",12.53707,123.6847,PLDT,196035,214915,196.04,214.92,24,13,5,6
"Digos, Davao del Sur, Philippines",6.74347,125.35515,Converge,226368,263249,226.37,263.25,3,13,9,11
"Tobias Fornier, Antique, Philippines",10.49944,121.97006,PLDT Home Fiber,15599,13775,15.60,13.78,11,13,3,4
"Bambang, Nueva Vizcaya, Philippines",16.40415,121.10229,PLDT,131936,96267,131.94,96.27,8,13,8,10
"Aurora, Isabela, Philippines",16.99011,121.63617,Converge,229816,227443,229.82,227.44,11,13,4,7
"Cabatuan, Iloilo, Philippines",10.87914,122.48206,PLDT,51597,66157,51.60,66.16,9,13,6,6
"Ma-ayon, Capiz, Philippines",11.33826,122.87613,PLDT Home Fiber,16736,16893,16.74,16.89,18,13,3,4
"Polomolok, South Cotabato, Philippines",6.22451,125.06084,PLDT,26039,20157,26.04,20.16,69,13,5,9
"Palompon, Leyte, Philippines",11.03374,124.43092,Globe,101857,57281,101.86,57.28,8,13,8,10
"Sogod, Southern Leyte, Philippines",10.44929,125.01679,Globe,319697,315412,319.70,315.41,28,13,4,7
"San Isidro, Northern Samar, Philippines",12.35664,124.39764,PLDT,30749,30318,30.75,30.32,17,13,2,2
"Maigo, Lanao del Norte, Philippines",8.11443,123.98615,PLDT Home Fiber,51205,53612,51.21,53.61,5,13,3,3
"Baler, Aurora, Philippines",15.73361,121.57125,Converge,151604,292117,151.60,292.12,10,13,6,8
"Dalaguete, Cebu, Philippines",9.78366,123.5056,Globe,58133,78817,58.13,78.82,9,13,4,4
"Leyte, Philippines",11.32728,124.48636,PLDT,83332,77703,83.33,77.70,12,13,8,11
"Tudela, Misamis Occidental, Philippines",8.24623,123.84519,PLDT Home Fiber,209385,186841,209.39,186.84,7,13,4,5
"Gattaran, Cagayan, Philippines",18.07365,121.87903,PLDT,92008,94194,92.01,94.19,10,13,6,9
"Danao, Bohol, Philippines",9.96296,124.20881,PLDT,30655,29291,30.66,29.29,12,13,4,6
"Ozamiz, Misamis Occidental, Philippines",8.15,123.85033,PLDT,86799,152729,86.80,152.73,15,13,6,10
"Bangued, Abra, Philippines",17.58818,120.63149,PLDT Home Fiber,109428,114570,109.43,114.57,14,13,7,11
"Orion, Bataan, Philippines",14.61604,120.56431,PLDT Home Fiber,240537,189497,240.54,189.50,7,13,6,6
"Dauin, Negros Oriental, Philippines",9.20373,123.19137,PLDT Home Fiber,104258,190264,104.26,190.26,9,13,7,9
"Camiling, Tarlac, Philippines",15.67495,120.41272,PLDT,41750,43790,41.75,43.79,13,13,5,7
"Llanera, Nueva Ecija, Philippines",15.66623,121.01057,PLDT Home Fiber,120094,171777,120.09,171.78,10,13,8,9
"Santol, La Union, Philippines",16.75375,120.50488,Converge,7249,6876,7.25,6.88,10,13,2,3
"Alfonso, Cavite, Philippines",14.1214,120.86138,PLDT Home Fiber,177942,131177,177.94,131.18,4,13,7,11
"Lian, Batangas, Philippines",14.00589,120.6545,PLDT Home Fiber,58969,29779,58.97,29.78,10,13,3,4
"San Jose, Camarines Sur, Philippines",13.68724,123.53921,Converge,92225,92473,92.23,92.47,9,13,2,5
"Sual, Pangasinan, Philippines",16.06783,120.04341,PLDT Home Fiber,209812,212918,209.81,212.92,14,13,5,7
"San Roque, Northern Samar, Philippines",12.44327,124.88449,PLDT Home Fiber,236865,288795,236.87,288.80,12,13,4,4
"Loboc, Bohol, Philippines",9.64737,124.04187,PLDT,33522,36442,33.52,36.44,9,12,2,3
"Carmen, Cotabato, Philippines",7.38261,124.81826,Globe,172005,169374,172.01,169.37,22,12,4,5
"Baroy, Lanao del Norte, Philippines",7.97974,123.82996,PLDT Home Fiber,80910,87726,80.91,87.73,5,12,3,3
"Lupao, Nueva Ecija, Philippines",15.84768,120.91878,PLDT Home Fiber,97795,96943,97.80,96.94,13,12,3,5
"Gonzaga, Cagayan, Philippines",18.24148,122.10647,PLDT Home Fiber,55030,53262,55.03,53.26,15,12,5,6
"Bacong, Negros Oriental, Philippines",9.24338,123.27003,PLDT Home Fiber,148761,227084,148.76,227.08,10,12,7,8
"San Isidro, Northern Samar, Philippines",12.35664,124.39764,PLDT Home Fiber,37450,39551,37.45,39.55,19,12,1,1
"Caba, La Union, Philippines",16.44743,120.37814,PLDT Home Fiber,97117,97030,97.12,97.03,5,12,2,4
"Pinan (New Pinan), Zamboanga del Norte, Philippines",8.39244,123.42714,PLDT Home Fiber,194419,47481,194.42,47.48,8,12,3,4
"Naguilian, La Union, Philippines",16.52435,120.42424,PLDT,48081,41719,48.08,41.72,8,12,5,8
"Zarraga, Iloilo, Philippines",10.82405,122.60846,PLDT Home Fiber,31121,13006,31.12,13.01,15,12,5,7
"Toledo, Cebu, Philippines",10.38705,123.65017,Converge,224207,321230,224.21,321.23,4,12,5,7
"San Juan, La Union, Philippines",16.6711,120.33844,PLDT Home Fiber,47443,42814,47.44,42.81,3,12,5,8
"Zaragoza, Nueva Ecija, Philippines",15.46003,120.79246,PLDT Home Fiber,100306,112912,100.31,112.91,10,12,7,8
"Pontevedra, Capiz, Philippines",11.4285,122.86485,PLDT Home Fiber,36713,22413,36.71,22.41,29,12,1,4
"Hinunangan, Southern Leyte, Philippines",10.39458,125.14888,PLDT,112101,181609,112.10,181.61,24,12,3,7
"San Narciso, Zambales, Philippines",15.01114,120.08963,Converge,81303,66490,81.30,66.49,5,12,2,5
"Nabua, Camarines Sur, Philippines",13.4069,123.37324,PLDT,21902,19275,21.90,19.28,15,12,6,7
"Estancia, Iloilo, Philippines",11.45356,123.13515,PLDT Home Fiber,96201,86683,96.20,86.68,16,12,6,8
"Labason, Zamboanga del Norte, Philippines",8.01373,122.51464,PLDT Home Fiber,245302,282280,245.30,282.28,8,12,2,5
"Kabankalan City, Negros Occidental, Philippines",9.91341,122.85358,Globe,186507,337654,186.51,337.65,4,12,6,7
"Masinloc, Zambales, Philippines",15.52089,120.04341,Converge,70885,70597,70.89,70.60,4,12,5,8
"Agoo, La Union, Philippines",16.3247,120.35508,Converge,68837,96577,68.84,96.58,3,12,4,8
"Calbiga, Samar, Philippines",11.59294,125.10487,PLDT,49325,49367,49.33,49.37,16,12,3,3
"Santa, Ilocos Sur, Philippines",17.51358,120.44729,PLDT Home Fiber,91680,48799,91.68,48.80,11,12,3,7
"Santo Domingo, Nueva Ecija, Philippines",15.61284,120.88434,PLDT,124783,96368,124.78,96.37,22,12,10,11
"Malungon, Sarangani, Philippines",6.3343,125.2588,PLDT Home Fiber,23889,41473,23.89,41.47,12,12,3,5
"Camaligan, Camarines Sur, Philippines",13.62825,123.16327,PLDT Home Fiber,28346,52368,28.35,52.37,15,12,5,5
"Aguilar, Pangasinan, Philippines",15.84134,120.21665,PLDT Home Fiber,88002,96228,88.00,96.23,5,12,4,7
"Santiago, Isabela, Philippines",16.69679,121.55865,Converge,196797,209879,196.80,209.88,7,12,4,7
"Alitagtag, Batangas, Philippines",13.87214,121.02204,PLDT Home Fiber,105557,62717,105.56,62.72,6,12,4,6
"Ocampo, Camarines Sur, Philippines",13.58198,123.37106,PLDT Home Fiber,72337,37141,72.34,37.14,10,12,3,6
"Vinzons, Camarines Norte, Philippines",14.21145,122.88741,PLDT Home Fiber,52428,48526,52.43,48.53,7,12,3,7
"Santa Ignacia, Tarlac, Philippines",15.61667,120.43556,PLDT Home Fiber,76311,55046,76.31,55.05,7,12,3,4
"Barotac Nuevo, Iloilo, Philippines",10.89705,122.69526,Converge,117283,122951,117.28,122.95,18,12,3,5
"Veruela, Agusan del Sur, Philippines",8.02635,125.937,PLDT Home Fiber,2909,50597,2.91,50.60,34,12,3,4
"President Roxas, Capiz, Philippines",11.40588,122.9663,PLDT Home Fiber,190797,193655,190.80,193.66,16,12,4,5
"Santiago, Agusan Del Norte, Philippines",9.27904,125.63142,PLDT Home Fiber,52092,109059,52.09,109.06,8,12,2,4
"Antipas, Cotabato, Philippines",7.27386,125.01679,PLDT,220931,191198,220.93,191.20,10,12,5,6
"Bongabong, Oriental Mindoro, Philippines",12.71953,121.30841,PLDT Home Fiber,36826,30757,36.83,30.76,8,12,4,5
"Balingasag, Misamis Oriental, Philippines",8.72993,124.84034,PLDT,17964,10401,17.96,10.40,7,12,1,1
"Burgos, Pangasinan, Philippines",16.04522,119.8468,PLDT Home Fiber,51383,103489,51.38,103.49,6,12,1,4
"General Luna, Surigao del Norte, Philippines",9.78375,126.15657,PLDT Home Fiber,212350,182567,212.35,182.57,12,12,5,9
"Subic, Zambales, Philippines",14.83066,120.18202,PLDT,350843,250034,350.84,250.03,10,12,4,6
"Cabusao, Camarines Sur, Philippines",13.72602,123.11359,PLDT,69506,44258,69.51,44.26,15,12,4,5
"Calasiao, Pangasinan, Philippines",16.00949,120.35759,Converge,86600,66483,86.60,66.48,6,12,7,7
"Alabel, Sarangani, Philippines",6.10416,125.28792,PLDT,32884,48466,32.88,48.47,12,12,3,4
"Benito Soliven, Isabela, Philippines",16.93475,121.92456,PLDT Home Fiber,52861,45708,52.86,45.71,14,12,7,9
"Paracale, Camarines Norte, Philippines",14.23721,122.78588,PLDT,7622,8284,7.62,8.28,14,12,3,6
"Hinoba-an, Negros Occidental, Philippines",9.5554,122.58252,PLDT Home Fiber,10480,34348,10.48,34.35,14,12,1,7
"Tiaong, Quezon, Philippines",13.92962,121.34273,PLDT,94214,94695,94.21,94.70,8,12,4,7
"Alaminos City, Pangasinan, Philippines",16.15053,119.98562,Globe,116849,108147,116.85,108.15,5,12,4,5
"San Fernando City, La Union, Philippines",16.61592,120.32102,Globe,163678,92623,163.68,92.62,6,12,4,6
"Rizal, Laguna, Philippines",14.08408,121.41133,PLDT,113942,91373,113.94,91.37,14,12,3,7
"Mataas Na Kahoy, Batangas, Philippines",13.97995,121.09656,PLDT Home Fiber,473682,500683,473.68,500.68,6,12,2,5
"Maitum, Sarangani, Philippines",6.12408,124.48636,PLDT Home Fiber,79373,47918,79.37,47.92,20,12,4,4
"Bato, Camarines Sur, Philippines",13.31907,123.31494,Converge,7959,7222,7.96,7.22,3,12,1,1
"Alfonso Lista, Ifugao, Philippines",16.98852,121.49132,Converge,93288,93823,93.29,93.82,7,12,1,3
"Unisan, Quezon, Philippines",13.86351,122.01555,PLDT Home Fiber,70865,41074,70.87,41.07,8,12,4,6
"San Fernando, Cebu, Philippines",10.16316,123.70738,PLDT,206530,132265,206.53,132.27,4,12,2,3
"Estancia, Iloilo, Philippines",11.45356,123.13515,PLDT,45378,43035,45.38,43.04,10,12,3,8
"Kalayaan, Laguna, Philippines",14.32356,121.47757,PLDT,60129,77686,60.13,77.69,6,12,3,6
"Caba, La Union, Philippines",16.44743,120.37814,PLDT,111391,112707,111.39,112.71,28,12,7,9
"Siquijor, Philippines",9.19621,123.53921,Globe,91214,53379,91.21,53.38,12,12,4,5
"Argao, Cebu, Philippines",9.88114,123.60535,Globe,59811,55567,59.81,55.57,8,12,7,8
"San Jose, Negros Oriental, Philippines",9.40362,123.20261,PLDT Home Fiber,204802,195402,204.80,195.40,10,12,4,6
"Calaca, Batangas, Philippines",13.93129,120.80724,Converge,198031,231834,198.03,231.83,8,12,5,7
"Toboso, Negros Occidental, Philippines",10.71769,123.46077,PLDT,138853,95681,138.85,95.68,8,12,4,8
"San Fabian, Pangasinan, Philippines",16.14188,120.44729,PLDT Home Fiber,39191,38512,39.19,38.51,4,12,8,9
"City of Bayugan, Agusan del Sur, Philippines",8.71381,125.74865,PLDT Home Fiber,62210,59816,62.21,59.82,16,12,5,8
"Bontoc, Southern Leyte, Philippines",10.38378,124.92861,PLDT,38685,38525,38.69,38.53,9,12,2,3
"Libon, Albay, Philippines",13.26065,123.37106,Converge,295092,340904,295.09,340.90,3,12,2,4
"San Pablo City, Laguna, Philippines",14.06422,121.32326,Globe,58626,37111,58.63,37.11,8,12,5,7
"Baler, Aurora, Philippines",15.73361,121.57125,PLDT,30613,95010,30.61,95.01,14,11,7,10
"Polangui, Albay, Philippines",13.29368,123.48542,Globe,119839,85427,119.84,85.43,22,11,5,6
"Paniqui, Tarlac, Philippines",15.66603,120.53942,PLDT,31763,35570,31.76,35.57,15,11,3,3
"Laoag City, Ilocos Norte, Philippines",18.21075,120.58547,PLDT,80755,98317,80.76,98.32,14,11,4,8
"Aurora, Zamboanga del Sur, Philippines",7.95458,123.59519,PLDT Home Fiber,46342,44242,46.34,44.24,9,11,3,6
"Caibiran, Biliran, Philippines",11.5601,124.56391,PLDT,187710,305926,187.71,305.93,40,11,7,7
"Baras, Rizal, Philippines",14.53656,121.27408,Converge,89031,39384,89.03,39.38,5,11,6,6
"Aurora, Zamboanga del Sur, Philippines",7.95458,123.59519,Globe,35476,32574,35.48,32.57,8,11,5,6
"Amadeo, Cavite, Philippines",14.18985,120.92452,Converge,115280,106599,115.28,106.60,7,11,3,7
"Passi City, Iloilo, Philippines",11.1688,122.65035,Converge,290842,356608,290.84,356.61,18,11,4,8
"Mallig, Isabela, Philippines",17.15803,121.61307,PLDT Home Fiber,160280,186505,160.28,186.51,14,11,4,6
"Barotac Nuevo, Iloilo, Philippines",10.89705,122.69526,Globe,42458,10550,42.46,10.55,13,11,5,6
"Narra, Palawan, Philippines",9.229,118.33047,PLDT Home Fiber,156680,339238,156.68,339.24,59,11,2,4
"Rosario, Batangas, Philippines",13.80433,121.28552,Converge,258246,306143,258.25,306.14,12,11,5,10
"Patnongon, Antique, Philippines",10.92303,122.06102,PLDT Home Fiber,16597,22778,16.60,22.78,16,11,3,5
"Esperanza, Sultan Kudarat, Philippines",6.70074,124.48636,PLDT,115937,46624,115.94,46.62,12,11,2,2
"Jones, Isabela, Philippines",16.58262,121.78792,PLDT,36291,33100,36.29,33.10,14,11,3,3
"Pototan, Iloilo, Philippines",10.94194,122.63874,PLDT,42379,53149,42.38,53.15,8,11,4,5
"Magarao, Camarines Sur, Philippines",13.67027,123.15202,PLDT,79888,75356,79.89,75.36,36,11,2,2
"Consolacion, Cebu, Philippines",10.37581,123.95694,PLDT Home Fiber,145232,157570,145.23,157.57,5,11,6,9
"Guinobatan, Albay, Philippines",13.15419,123.55041,Converge,90639,93660,90.64,93.66,21,11,4,7
"Loay, Bohol, Philippines",9.60753,124.01401,PLDT Home Fiber,218668,274050,218.67,274.05,5,11,3,5
"Bacnotan, La Union, Philippines",16.73397,120.36661,Converge,274946,255561,274.95,255.56,4,11,5,8
"San Carlos City, Pangasinan, Philippines",15.92589,120.34827,PLDT Home Fiber,129566,184902,129.57,184.90,5,11,4,4
"Panglao, Bohol, Philippines",9.56947,123.78721,PLDT,23301,60953,23.30,60.95,18,11,5,8
"Romblon, Philippines",12.5294,122.28807,PLDT Home Fiber,127487,117885,127.49,117.89,27,11,4,6
"Medellin, Cebu, Philippines",11.1491,123.98615,PLDT,50958,42094,50.96,42.09,8,11,3,3
"Magallanes, Sorsogon, Philippines",12.78308,123.90809,PLDT,37038,42845,37.04,42.85,16,11,2,5
"Sibalom, Antique, Philippines",10.76502,122.06102,PLDT,90565,93856,90.57,93.86,10,11,4,5
"Bongabon, Nueva Ecija, Philippines",15.67193,121.23974,PLDT Home Fiber,262375,252993,262.38,252.99,13,11,6,7
"Pinamalayan, Oriental Mindoro, Philippines",13.01533,121.37703,PLDT Home Fiber,92131,160019,92.13,160.02,6,11,8,9
"Mabalacat City, Pampanga, Philippines",15.24525,120.56567,PLDT,87020,88850,87.02,88.85,10,11,3,8
"Malaybalay City, Bukidnon, Philippines",8.15775,125.17087,Globe,28423,26201,28.42,26.20,15,11,6,7
"Rosario, La Union, Philippines",16.23014,120.48702,Converge,18210,19505,18.21,19.51,4,11,1,3
"Tagoloan, Misamis Oriental, Philippines",8.51877,124.80722,PLDT Home Fiber,204391,145329,204.39,145.33,2,11,3,3
"Plaridel, Bulacan, Philippines",14.88591,120.85932,Globe,260406,361395,260.41,361.40,8,11,4,6
"Dimasalang, Masbate, Philippines",12.15058,123.82996,PLDT Home Fiber,195538,219160,195.54,219.16,47,11,4,4
"Bantayan, Cebu, Philippines",11.18041,123.7406,Globe,214752,50973,214.75,50.97,7,11,5,6
"Paniqui, Tarlac, Philippines",15.66603,120.53942,Converge,22732,15314,22.73,15.31,8,11,4,8
"Manjuyod, Negros Oriental, Philippines",9.71246,123.10141,PLDT,26703,40758,26.70,40.76,13,11,2,2
"Pamplona, Camarines Sur, Philippines",13.59715,123.06765,Converge,23864,23255,23.86,23.26,18,11,1,4
"Virac, Catanduanes, Philippines",13.61939,124.17544,PLDT,89036,122179,89.04,122.18,11,11,3,6
"Anini-y, Antique, Philippines",10.45152,121.95869,PLDT,19535,25111,19.54,25.11,10,11,3,3
"Santa Ignacia, Tarlac, Philippines",15.61667,120.43556,Converge,31981,34996,31.98,35.00,3,11,3,6
"Bambang, Nueva Vizcaya, Philippines",16.40415,121.10229,PLDT Home Fiber,70306,63224,70.31,63.22,6,11,4,5
"Carranglan, Nueva Ecija, Philippines",15.97584,121.03351,PLDT,93363,92191,93.36,92.19,7,11,6,8
"Baao, Camarines Sur, Philippines",13.49319,123.35984,PLDT Home Fiber,15483,14634,15.48,14.63,8,11,3,5
"Buenavista, Guimaras, Philippines",10.69691,122.6481,PLDT Home Fiber,97364,117604,97.36,117.60,14,11,3,4
"Matalom, Leyte, Philippines",10.27173,124.8293,PLDT Home Fiber,12120,16404,12.12,16.40,45,11,2,3
"Luisiana, Laguna, Philippines",14.19077,121.52558,PLDT Home Fiber,80965,29607,80.97,29.61,8,11,3,4
"Balagtas, Bulacan, Philippines",14.81784,120.90646,Converge,119951,95018,119.95,95.02,8,11,7,11
"Quezon, Bukidnon, Philippines",7.71645,125.17087,Converge,172870,155641,172.87,155.64,9,11,4,6
"San Carlos City, Negros Occidental, Philippines",10.48344,123.30371,Globe,156411,148000,156.41,148.00,16,11,3,6
"Calbayog, Samar, Philippines",12.0685,124.59081,Globe,29253,35414,29.25,35.41,10,11,5,6
"Surigao, Surigao del Norte, Philippines",9.79022,125.49311,Globe,59376,52036,59.38,52.04,16,10,5,7
"Gingoog City, Misamis Oriental, Philippines",8.81446,125.10406,Converge,89686,107111,89.69,107.11,7,10,5,6
"Nagtipunan, Quirino, Philippines",16.15243,121.49132,PLDT Home Fiber,87762,102643,87.76,102.64,4,10,5,6
"Dulag, Leyte, Philippines",10.95915,125.00577,Globe,74216,84073,74.22,84.07,18,10,3,3
"Barobo, Surigao del Sur, Philippines",8.52615,126.0676,PLDT Home Fiber,47673,149835,47.67,149.84,7,10,3,4
"City of Tabuk, Kalinga, Philippines",17.42402,121.3999,Globe,117830,106439,117.83,106.44,12,10,4,4
"Guindulman, Bohol, Philippines",9.78199,124.4531,PLDT Home Fiber,4405,5460,4.41,5.46,8,10,1,1
"New Corella, Davao del Norte, Philippines",7.59777,125.84981,PLDT,120464,141846,120.46,141.85,17,10,2,3
"Labason, Zamboanga del Norte, Philippines",8.01373,122.51464,PLDT,28540,16219,28.54,16.22,24,10,3,4
"Aparri, Cagayan, Philippines",18.33423,121.60549,PLDT,15315,27761,15.32,27.76,20,10,4,5
"Kidapawan, Cotabato, Philippines",7.02127,125.09019,Globe,122092,169351,122.09,169.35,21,10,3,5
"Bulakan, Bulacan, Philippines",14.79484,120.87889,Converge,279896,219674,279.90,219.67,7,10,5,8
"Sibalom, Antique, Philippines",10.76502,122.06102,Globe,92789,91572,92.79,91.57,17,10,4,5
"Tantangan, South Cotabato, Philippines",6.57126,124.75198,PLDT Home Fiber,165333,120185,165.33,120.19,12,10,2,4
"Tiaong, Quezon, Philippines",13.92962,121.34273,Converge,111273,89109,111.27,89.11,6,10,6,7
"Lumban, Laguna, Philippines",14.29353,121.52558,Converge,115440,115537,115.44,115.54,6,10,6,8
"Valladolid, Negros Occidental, Philippines",10.46898,122.8423,PLDT,33241,20933,33.24,20.93,8,10,4,8
"Quezon, Nueva Ecija, Philippines",15.56953,120.82692,Converge,347441,319797,347.44,319.80,5,10,2,5
"San Juan, Ilocos Sur, Philippines",17.74277,120.47033,PLDT,50263,45222,50.26,45.22,15,10,3,4
"San Fernando, Cebu, Philippines",10.16316,123.70738,Converge,93556,95931,93.56,95.93,3,10,4,8
"Gloria, Oriental Mindoro, Philippines",12.93397,121.37703,PLDT Home Fiber,181470,149052,181.47,149.05,6,10,4,6
"Taysan, Batangas, Philippines",13.76108,121.2283,PLDT Home Fiber,80471,33090,80.47,33.09,10,10,2,5
"Asingan, Pangasinan, Philippines",16.00318,120.67063,PLDT Home Fiber,93555,55430,93.56,55.43,9,10,3,6
"Hinigaran, Negros Occidental, Philippines",10.27479,122.92123,Globe,116995,91365,117.00,91.37,4,10,3,4
"Panabo City, Davao del Norte, Philippines",7.30822,125.68662,Converge,205905,246683,205.91,246.68,3,10,6,8
"Bien Unido, Bohol, Philippines",10.13083,124.36989,PLDT Home Fiber,2267,1468,2.27,1.47,112,10,1,1
"Aloguinsan, Cebu, Philippines",10.19171,123.56161,PLDT,87637,48078,87.64,48.08,14,10,3,4
"Mangaldan, Pangasinan, Philippines",16.06513,120.40474,Converge,52943,64322,52.94,64.32,6,10,4,6
"Santa Fe, Leyte, Philippines",11.17999,124.93964,PLDT,7717,7055,7.72,7.06,17,10,1,4
"City of Batac, Ilocos Norte, Philippines",18.04961,120.59698,Converge,105568,45954,105.57,45.95,13,10,3,5
"Ilog, Negros Occidental, Philippines",9.8785,122.72943,PLDT,7620,7439,7.62,7.44,11,10,3,5
"San Jose, Occidental Mindoro, Philippines",12.40119,121.10229,PLDT Home Fiber,59663,75011,59.66,75.01,8,10,2,2
"Mainit, Surigao del Norte, Philippines",9.55663,125.5001,PLDT Home Fiber,172395,274703,172.40,274.70,6,10,7,8
"Jasaan, Misamis Oriental, Philippines",8.65161,124.78513,PLDT,49585,42154,49.59,42.15,32,10,1,2
"Dagami, Leyte, Philippines",11.04826,124.84034,PLDT Home Fiber,124232,21405,124.23,21.41,16,10,4,4
"Santa Barbara, Iloilo, Philippines",10.82707,122.53265,Globe,72003,69977,72.00,69.98,4,10,3,7
"Josefina, Zamboanga del Sur, Philippines",8.18964,123.53361,PLDT Home Fiber,30351,25562,30.35,25.56,12,10,3,4
"City of Cabadbaran, Agusan Del Norte, Philippines",9.14092,125.697,Converge,69544,284995,69.54,285.00,36,10,2,5
"President Quirino, Sultan Kudarat, Philippines",6.72558,124.74093,PLDT Home Fiber,151746,173391,151.75,173.39,14,10,4,7
"Maco, Davao de Oro, Philippines",7.40845,125.937,PLDT,20436,19118,20.44,19.12,7,10,3,4
"Guinayangan, Quezon, Philippines",13.88505,122.42407,PLDT,207209,154480,207.21,154.48,4,10,4,5
"Camaligan, Camarines Sur, Philippines",13.62825,123.16327,PLDT,206259,247890,206.26,247.89,16,10,4,4
"Buug, Zamboanga Sibugay, Philippines",7.74072,123.05639,PLDT Home Fiber,109258,122356,109.26,122.36,9,10,3,4
"City of Batac, Ilocos Norte, Philippines",18.04961,120.59698,PLDT,18162,10406,18.16,10.41,12,10,3,4
"Kapalong, Davao del Norte, Philippines",7.82951,125.522,PLDT Home Fiber,135418,79721,135.42,79.72,13,10,4,5
"Mapandan, Pangasinan, Philippines",16.02726,120.45379,PLDT Home Fiber,136211,249774,136.21,249.77,7,10,6,8
"Catanauan, Quezon, Philippines",13.65447,122.33343,Converge,101282,111282,101.28,111.28,9,10,2,4
"Mawab, Davao de Oro, Philippines",7.51701,125.937,PLDT Home Fiber,100596,178931,100.60,178.93,8,10,5,8
"Santo Tomas, Isabela, Philippines",17.37245,121.75374,Converge,10818,11256,10.82,11.26,11,10,3,4
"Gasan, Marinduque, Philippines",13.32138,121.89041,PLDT,37503,17375,37.50,17.38,10,10,1,2
"Cavite, Philippines",14.48151,120.90833,Globe,109875,112123,109.88,112.12,5,10,7,8
"Victorias, Negros Occidental, Philippines",10.901,123.07045,Converge,285448,313286,285.45,313.29,18,10,4,6
"Sibonga, Cebu, Philippines",10.01547,123.584,Globe,66842,83690,66.84,83.69,9,10,7,7
"Atimonan, Quezon, Philippines",13.96507,121.87903,Converge,257753,269136,257.75,269.14,9,10,2,3
"Coron, Palawan, Philippines",12.0673,120.18202,Globe,72360,28323,72.36,28.32,15,10,4,8
"Janiuay, Iloilo, Philippines",10.99877,122.42407,Converge,43471,72810,43.47,72.81,16,10,4,6
"Castillejos, Zambales, Philippines",14.94382,120.19357,Converge,160561,76085,160.56,76.09,5,10,4,6
"Villareal, Samar, Philippines",11.53963,124.92861,PLDT Home Fiber,328934,306661,328.93,306.66,12,10,2,3
"Bustos, Bulacan, Philippines",14.95239,120.91735,Converge,80694,52215,80.69,52.22,7,10,7,7
"Tagaytay City, Cavite, Philippines",14.11541,120.96202,PLDT Home Fiber,150548,178781,150.55,178.78,7,10,8,9
"San Jose, Occidental Mindoro, Philippines",12.40119,121.10229,PLDT,2942,2395,2.94,2.40,19,10,4,7
"Isabel, Leyte, Philippines",10.93408,124.4531,Globe,59672,52778,59.67,52.78,15,10,5,6
"Pasacao, Camarines Sur, Philippines",13.54666,123.0001,Converge,97663,172830,97.66,172.83,3,10,3,3
"Surigao, Surigao del Norte, Philippines",9.79022,125.49311,Converge,223299,227083,223.30,227.08,29,10,6,8
"Silay, Negros Occidental, Philippines",10.79968,122.97605,Globe,74985,104787,74.99,104.79,14,10,3,5
"Dinalupihan, Bataan, Philippines",14.88605,120.44729,Converge,226456,195166,226.46,195.17,5,10,7,7
"Ayungon, Negros Oriental, Philippines",9.87181,123.05639,PLDT Home Fiber,24953,25139,24.95,25.14,16,10,3,4
"Luisiana, Laguna, Philippines",14.19077,121.52558,PLDT,68010,5537,68.01,5.54,27,10,7,7
"Enrique B. Magalona, Negros Occidental, Philippines",10.87695,122.98281,PLDT,209276,120525,209.28,120.53,19,10,3,4
"Dagupan City, Pangasinan, Philippines",16.03375,120.33202,Globe,122010,124355,122.01,124.36,5,10,6,9
"Magsingal, Ilocos Sur, Philippines",17.6831,120.44729,Globe,177280,158363,177.28,158.36,8,10,3,3
"Tubod, Lanao del Norte, Philippines",7.99427,123.87462,Globe,400590,266503,400.59,266.50,7,10,2,2
"Opol, Misamis Oriental, Philippines",8.52263,124.57239,PLDT Home Fiber,114955,182021,114.96,182.02,2,10,6,6
"Agno, Pangasinan, Philippines",16.10329,119.81208,PLDT Home Fiber,213670,189625,213.67,189.63,5,10,2,4
"Pateros, Metro Manila, Philippines",14.54838,121.07077,Converge,92822,98685,92.82,98.69,4,10,6,10
"Padre Garcia, Batangas, Philippines",13.87668,121.24547,Converge,306263,267733,306.26,267.73,8,10,2,3
"Tublay, Benguet, Philippines",16.52924,120.62073,PLDT Home Fiber,159899,158648,159.90,158.65,9,10,2,3
"Liliw, Laguna, Philippines",14.12617,121.4399,PLDT,92004,59924,92.00,59.92,34,10,2,4
"Binmaley, Pangasinan, Philippines",16.02892,120.26882,PLDT,165040,136936,165.04,136.94,22,10,7,7
"Laurel, Batangas, Philippines",14.05302,120.9073,PLDT,99458,118338,99.46,118.34,10,10,5,7
"Tanjay City, Negros Oriental, Philippines",9.49579,122.9663,Globe,236958,121442,236.96,121.44,12,10,5,7
