Location Name,Latitude,Longitude,Provider,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps,Minimum Latency,Test Count,Sample Count,Device Count
"Tabina, Zamboanga del Sur, Philippines",7.42208,123.40471,Smart,13816,3669,13.82,3.67,26,10,3,3
"Impasug-ong, Bukidnon, Philippines",8.38854,125.08286,DITO,49819,3954,49.82,3.95,54,10,2,6
"Dumalneg, Ilocos Norte, Philippines",18.5217,120.80983,Globe,61256,10352,61.26,10.35,23,10,3,4
"San Vicente, Camarines Norte, Philippines",14.07278,122.86485,DITO,39172,3964,39.17,3.96,28,10,3,4
"Leyte, Philippines",11.32728,124.48636,Globe,15324,2590,15.32,2.59,53,10,4,4
"Amulung, Cagayan, Philippines",17.83589,121.7233,Smart,66429,27566,66.43,27.57,29,10,4,6
"Arakan, Cotabato, Philippines",7.35122,125.17087,Globe,48649,12650,48.65,12.65,24,10,6,8
"Calatrava, Romblon, Philippines",12.60853,122.07238,Smart,280755,31351,280.76,31.35,18,9,1,2
"San Miguel, Leyte, Philippines",11.3078,124.85138,Globe,75085,14822,75.09,14.82,54,9,2,4
"Mabini, Pangasinan, Philippines",15.94144,120.04341,DITO,80892,9845,80.89,9.85,27,9,4,4
"Alegria, Cebu, Philippines",9.76005,123.37106,DITO,17438,1827,17.44,1.83,33,9,5,6
"Candijay, Bohol, Philippines",9.8258,124.48636,DITO,34223,28677,34.22,28.68,52,9,2,4
"Bontoc, Southern Leyte, Philippines",10.38378,124.92861,Smart,64443,10663,64.44,10.66,22,9,3,4
"Pitogo, Quezon, Philippines",13.80951,122.10647,DITO,23201,3309,23.20,3.31,23,9,1,2
"Sual, Pangasinan, Philippines",16.06783,120.04341,DITO,51643,6019,51.64,6.02,22,9,2,2
"Dingalan, Aurora, Philippines",15.43523,121.42276,DITO,18771,5634,18.77,5.63,24,9,2,3
"Alangalang, Leyte, Philippines",11.23565,124.88449,Globe,10494,1157,10.49,1.16,40,9,5,6
"Mahaplag, Leyte, Philippines",10.58605,124.99475,Smart,35403,15245,35.40,15.25,23,9,4,5
"Buldon, Maguindanao, Philippines",7.47483,124.39764,Globe,7128,13383,7.13,13.38,73,9,3,3
"Lapuyan, Zamboanga del Sur, Philippines",7.69162,123.19137,Smart,108438,14246,108.44,14.25,41,9,3,4
"Bagamanoc, Catanduanes, Philippines",13.94102,124.28864,Globe,100803,5533,100.80,5.53,73,9,3,5
"Libacao, Aklan, Philippines",11.41093,122.28807,Globe,17467,1742,17.47,1.74,47,9,2,2
"Santa Catalina, Ilocos Sur, Philippines",17.58644,120.36085,Smart,41443,2145,41.44,2.15,29,9,4,8
"Natonin, Mountain Province, Philippines",17.12862,121.28552,Globe,19487,14665,19.49,14.67,25,9,2,2
"Basey, Samar, Philippines",11.40967,125.17087,DITO,23854,5018,23.85,5.02,37,9,2,5
"Titay, Zamboanga Sibugay, Philippines",7.84847,122.57121,Smart,31963,3361,31.96,3.36,25,9,3,4
"Santa Fe, Nueva Vizcaya, Philippines",16.18249,120.91878,Globe,55907,22795,55.91,22.80,28,9,2,3
"Basay, Negros Oriental, Philippines",9.45792,122.68425,Smart,44812,4389,44.81,4.39,29,9,3,4
"Lope de Vega, Northern Samar, Philippines",12.27921,124.66353,Smart,37215,9906,37.22,9.91,22,9,1,3
"Atok, Benguet, Philippines",16.59745,120.68901,Smart,16466,1393,16.47,1.39,34,9,4,5
"Casiguran, Sorsogon, Philippines",12.843,124.04187,DITO,3840,1379,3.84,1.38,27,9,3,6
"Alcala, Cagayan, Philippines",17.90497,121.65113,Smart,51189,19692,51.19,19.69,21,9,3,7
"Dingras, Ilocos Norte, Philippines",18.0805,120.7235,DITO,25900,7079,25.90,7.08,24,9,2,5
"Tubod, Surigao del Norte, Philippines",9.57841,125.55484,Smart,35403,1350,35.40,1.35,21,9,3,4
"Maydolong, Eastern Samar, Philippines",11.44046,125.36857,Globe,17765,4604,17.77,4.60,45,9,5,5
"Polanco, Zamboanga del Norte, Philippines",8.49106,123.38228,Smart,59822,3657,59.82,3.66,22,9,3,7
"Marabut, Samar, Philippines",11.1996,125.22584,Globe,10934,3612,10.93,3.61,40,9,3,3
"San Roque, Northern Samar, Philippines",12.44327,124.88449,Smart,92389,16366,92.39,16.37,30,9,2,5
"Pamplona, Negros Oriental, Philippines",9.40941,123.05639,DITO,27026,3019,27.03,3.02,28,9,3,5
"Bagamanoc, Catanduanes, Philippines",13.94102,124.28864,Smart,77412,1715,77.41,1.72,38,9,2,3
"Banna, Ilocos Norte, Philippines",17.95679,120.643,Globe,36611,10856,36.61,10.86,22,9,4,4
"Datu Anggal Midtimbang, Maguindanao, Philippines",6.99336,124.34176,Globe,25720,15672,25.72,15.67,67,9,2,2
"Santa, Ilocos Sur, Philippines",17.51358,120.44729,Smart,53011,10562,53.01,10.56,22,9,3,5
"Zarraga, Iloilo, Philippines",10.82405,122.60846,DITO,9345,1593,9.35,1.59,41,9,3,7
"Bani, Pangasinan, Philippines",16.22291,119.85838,Globe,4598,7891,4.60,7.89,20,9,5,8
"Jaro, Leyte, Philippines",11.17583,124.75198,Globe,12066,6502,12.07,6.50,54,9,4,6
"Tamparan, Lanao del Sur, Philippines",7.87252,124.33659,Globe,12172,3414,12.17,3.41,34,9,4,7
"Donsol, Sorsogon, Philippines",12.98781,123.59519,Globe,19298,7059,19.30,7.06,40,9,2,4
"Dipaculao, Aurora, Philippines",15.84995,121.5377,DITO,65218,23809,65.22,23.81,30,9,4,4
"Bulalacao (San Pedro), Oriental Mindoro, Philippines",12.39526,121.30841,Globe,7220,1275,7.22,1.28,49,9,3,6
"Cateel, Davao Oriental, Philippines",7.76918,126.32814,Globe,24167,4855,24.17,4.86,30,9,4,5
"Pamplona, Negros Oriental, Philippines",9.40941,123.05639,Smart,60096,11894,60.10,11.89,29,9,4,6
"Oslob, Cebu, Philippines",9.56304,123.41593,DITO,21905,1859,21.91,1.86,34,9,3,6
"Claveria, Masbate, Philippines",12.87962,123.23632,Smart,69718,9579,69.72,9.58,22,9,3,4
"Bucay, Abra, Philippines",17.53019,120.7235,DITO,35365,8913,35.37,8.91,29,9,4,4
"Kiangan, Ifugao, Philippines",16.77302,121.09083,Globe,12274,1975,12.27,1.98,38,9,4,4
"Clarin, Bohol, Philippines",9.94519,124.03072,Smart,29422,3625,29.42,3.63,29,9,4,5
"La Paz, Agusan del Sur, Philippines",8.3348,125.60955,Smart,42591,21870,42.59,21.87,19,9,3,4
"Reina Mercedes, Isabela, Philippines",17.0087,121.79932,Globe,49529,13817,49.53,13.82,36,9,2,8
"Baclayon, Bohol, Philippines",9.63237,123.91925,Globe,11748,1253,11.75,1.25,32,9,5,8
"San Juan, Southern Leyte, Philippines",10.26385,125.20386,Smart,24863,815,24.86,0.82,21,9,4,4
"Gasan, Marinduque, Philippines",13.32138,121.89041,Globe,23724,7438,23.72,7.44,18,9,6,7
"Dumarao, Capiz, Philippines",11.22554,122.83102,Globe,12922,6107,12.92,6.11,35,9,2,5
"Penaranda, Nueva Ecija, Philippines",15.36229,121.02204,DITO,21033,10158,21.03,10.16,32,9,6,6
"Pastrana, Leyte, Philippines",11.11969,124.88449,DITO,15186,6522,15.19,6.52,72,9,2,3
"San Marcelino, Zambales, Philippines",15.02605,120.27435,DITO,79787,9166,79.79,9.17,22,9,1,4
"Tungawan, Zamboanga Sibugay, Philippines",7.52252,122.31075,Smart,41255,6303,41.26,6.30,34,9,4,6
"Sumisip, Basilan, Philippines",6.4829,122.01555,Globe,2769,13548,2.77,13.55,42,9,4,5
"Remedios T. Romualdez, Agusan Del Norte, Philippines",9.06074,125.66422,Smart,25375,8764,25.38,8.76,20,9,2,4
"Viga, Catanduanes, Philippines",13.85003,124.29772,Globe,36973,7036,36.97,7.04,43,9,3,4
"Don Marcelino, Davao Occidental, Philippines",6.1456,125.63142,Globe,11494,1231,11.49,1.23,33,9,3,4
"Pinamalayan, Oriental Mindoro, Philippines",13.01533,121.37703,DITO,18550,1321,18.55,1.32,23,9,6,6
"Antipas, Cotabato, Philippines",7.27386,125.01679,Smart,16950,3203,16.95,3.20,28,9,1,4
"Alicia, Isabela, Philippines",16.80691,121.69674,DITO,13017,2675,13.02,2.68,32,9,4,8
"Tabango, Leyte, Philippines",11.339,124.39764,Smart,45320,9321,45.32,9.32,35,9,2,5
"Ramos, Tarlac, Philippines",15.67893,120.62574,DITO,15976,16538,15.98,16.54,29,9,2,3
"Tuy, Batangas, Philippines",14.03435,120.74649,DITO,75799,12754,75.80,12.75,23,9,4,8
"Igbaras, Iloilo, Philippines",10.74408,122.2427,Smart,45372,3994,45.37,3.99,17,9,4,5
"Patikul, Sulu, Philippines",6.06302,121.10229,Globe,14051,4258,14.05,4.26,37,9,4,7
"Malidegao, Philippines",7.12941,124.67431,Smart,58490,14323,58.49,14.32,18,9,2,5
"Sabtang, Batanes, Philippines",20.30084,121.86765,Smart,81587,7185,81.59,7.19,43,9,3,4
"Carmen, Bohol, Philippines",9.81991,124.19656,Globe,22513,14656,22.51,14.66,37,9,5,7
"Dagami, Leyte, Philippines",11.04826,124.84034,Globe,16814,12947,16.81,12.95,33,9,4,7
"Naujan, Oriental Mindoro, Philippines",13.24381,121.19395,DITO,17350,1036,17.35,1.04,23,9,5,7
"Mahayag, Zamboanga del Sur, Philippines",8.15835,123.41593,Smart,129760,8648,129.76,8.65,29,9,3,5
"Santa Teresita, Batangas, Philippines",13.88153,120.97329,DITO,9872,1975,9.87,1.98,23,9,2,2
"Culasi, Antique, Philippines",11.43312,122.10647,Globe,19766,11730,19.77,11.73,50,9,5,6
"Burgos, Ilocos Norte, Philippines",18.50848,120.643,Globe,75249,8128,75.25,8.13,27,9,4,5
"Roseller T. Lim, Zamboanga Sibugay, Philippines",7.71985,122.42407,Globe,22588,5418,22.59,5.42,38,9,6,7
"Kumalarang, Zamboanga del Sur, Philippines",7.7703,123.1464,Globe,152287,21466,152.29,21.47,32,9,2,6
"Norala, South Cotabato, Philippines",6.5061,124.66353,DITO,4171,3403,4.17,3.40,42,9,2,4
"Vintar, Ilocos Norte, Philippines",18.31413,120.78097,Globe,86628,10635,86.63,10.64,23,9,4,8
"Mayantoc, Tarlac, Philippines",15.5632,120.32049,Smart,95774,18641,95.77,18.64,17,9,4,8
"Salcedo, Eastern Samar, Philippines",11.16542,125.62048,Globe,8818,2160,8.82,2.16,50,9,3,4
"Agno, Pangasinan, Philippines",16.10329,119.81208,DITO,17716,3378,17.72,3.38,44,9,3,5
"Sugbongcogon, Misamis Oriental, Philippines",8.94581,124.79065,Smart,11768,1511,11.77,1.51,21,9,3,3
"Kibawe, Bukidnon, Philippines",7.48878,125.06084,DITO,16837,2873,16.84,2.87,37,9,3,4
"Placer, Surigao del Norte, Philippines",9.63481,125.55484,Globe,14534,10340,14.53,10.34,25,9,4,5
"Matnog, Sorsogon, Philippines",12.60511,124.04187,Smart,152222,12393,152.22,12.39,29,9,6,7
"Famy, Laguna, Philippines",14.4821,121.50274,DITO,6271,517,6.27,0.52,79,9,3,6
"Lugait, Misamis Oriental, Philippines",8.34801,124.2755,Globe,20832,12789,20.83,12.79,30,9,4,4
"Bangued, Abra, Philippines",17.58818,120.63149,DITO,69769,5106,69.77,5.11,24,9,2,4
"Pilar, Capiz, Philippines",11.46783,123.02262,DITO,22398,1400,22.40,1.40,38,9,6,7
"Barbaza, Antique, Philippines",11.26873,122.1519,Smart,58016,4207,58.02,4.21,20,8,2,3
"Dumalinao, Zamboanga del Sur, Philippines",7.78792,123.37106,Smart,108412,3412,108.41,3.41,19,8,3,6
"San Pablo, Isabela, Philippines",17.47886,122.03829,Globe,37731,6863,37.73,6.86,41,8,1,3
"Naguilian, Isabela, Philippines",16.99684,121.86765,Smart,64470,13702,64.47,13.70,22,8,4,6
"Lal-lo, Cagayan, Philippines",18.15767,121.87903,Smart,38466,3210,38.47,3.21,22,8,6,6
"San Nicolas, Batangas, Philippines",13.99452,120.99337,Smart,22778,2648,22.78,2.65,20,8,5,7
"Allacapan, Cagayan, Philippines",18.21617,121.55983,Globe,78774,19236,78.77,19.24,24,8,4,6
"San Miguel, Leyte, Philippines",11.3078,124.85138,DITO,20136,3322,20.14,3.32,52,8,3,3
"Baloi, Lanao del Norte, Philippines",8.09339,124.20881,DITO,31598,7334,31.60,7.33,35,8,4,4
"Datu Piang, Maguindanao, Philippines",7.02682,124.50538,Globe,30178,23387,30.18,23.39,39,8,2,3
"Pilar, Abra, Philippines",17.38447,120.58547,Smart,86658,30925,86.66,30.93,30,8,2,2
"Salay, Misamis Oriental, Philippines",8.8714,124.8293,DITO,54032,2845,54.03,2.85,41,8,2,3
"Pikit, Cotabato, Philippines",7.05314,124.61927,Smart,36810,5380,36.81,5.38,32,8,3,4
"Narvacan, Ilocos Sur, Philippines",17.44229,120.49336,DITO,44545,11595,44.55,11.60,29,8,4,7
"Asuncion (Saug), Davao del Norte, Philippines",7.60603,125.76252,Globe,114963,9613,114.96,9.61,43,8,2,5
"Aparri, Cagayan, Philippines",18.33423,121.60549,DITO,46283,4979,46.28,4.98,30,8,3,5
"Bacnotan, La Union, Philippines",16.73397,120.36661,DITO,15883,3407,15.88,3.41,29,8,3,6
"San Narciso, Zambales, Philippines",15.01114,120.08963,DITO,100726,16749,100.73,16.75,25,8,6,7
"Makato, Aklan, Philippines",11.70061,122.27673,Smart,39910,3764,39.91,3.76,28,8,3,7
"Lopez Jaena, Misamis Occidental, Philippines",8.55109,123.76857,DITO,12077,16514,12.08,16.51,32,8,2,2
"Dulag, Leyte, Philippines",10.95915,125.00577,DITO,9232,1795,9.23,1.80,41,8,4,7
"Barobo, Surigao del Sur, Philippines",8.52615,126.0676,Globe,17596,13775,17.60,13.78,33,8,3,5
"Catanauan, Quezon, Philippines",13.65447,122.33343,DITO,49077,12443,49.08,12.44,22,8,1,6
"Balaoan, La Union, Philippines",16.80225,120.40119,DITO,85600,14997,85.60,15.00,33,8,2,3
"Tulunan, Cotabato, Philippines",6.83042,124.87469,Smart,85287,30151,85.29,30.15,28,8,4,7
"Alitagtag, Batangas, Philippines",13.87214,121.02204,DITO,17463,4465,17.46,4.47,23,8,4,5
"Cortes, Surigao del Sur, Philippines",9.22702,126.1654,Globe,10939,7774,10.94,7.77,38,8,2,2
"San Miguel, Surigao del Sur, Philippines",8.88869,125.95878,Smart,8083,293,8.08,0.29,27,8,2,3
"Caramoran, Catanduanes, Philippines",13.81934,124.17544,Globe,23235,4429,23.24,4.43,36,8,2,2
"Sevilla, Bohol, Philippines",9.71548,124.03072,Globe,25233,25467,25.23,25.47,46,8,2,3
"Bagulin, La Union, Philippines",16.59753,120.49336,Smart,23146,10249,23.15,10.25,36,8,2,4
"Mabini, Bohol, Philippines",9.89691,124.53068,Smart,77093,31900,77.09,31.90,17,8,2,6
"Ginatilan, Cebu, Philippines",9.58112,123.33739,Smart,349442,37755,349.44,37.76,14,8,4,6
"Lingig, Surigao del Sur, Philippines",8.05531,126.37148,Smart,21959,3418,21.96,3.42,23,8,1,1
"San Jose, Romblon, Philippines",12.06347,121.93593,Globe,46673,5144,46.67,5.14,44,8,2,4
"Hamtic, Antique, Philippines",10.65189,122.01555,DITO,21888,4153,21.89,4.15,40,8,3,5
"Manabo, Abra, Philippines",17.39089,120.735,Globe,160064,11010,160.06,11.01,31,8,2,4
"Talacogon, Agusan del Sur, Philippines",8.44798,125.78642,Smart,53643,12508,53.64,12.51,25,8,3,4
"Mulanay, Quezon, Philippines",13.51308,122.46937,Smart,14733,3757,14.73,3.76,19,8,4,5
"Cateel, Davao Oriental, Philippines",7.76918,126.32814,DITO,38555,9237,38.56,9.24,42,8,2,2
"Baco, Oriental Mindoro, Philippines",13.35793,121.09628,Smart,71115,15422,71.12,15.42,26,8,4,6
"Motiong, Samar, Philippines",11.84643,125.0278,Globe,23740,3533,23.74,3.53,37,8,3,3
"San Simon, Pampanga, Philippines",14.98432,120.75127,DITO,10895,3808,10.90,3.81,24,8,4,8
"San Mateo, Isabela, Philippines",16.87673,121.59408,DITO,54338,24535,54.34,24.54,26,8,3,3
"Manay, Davao Oriental, Philippines",7.23227,126.47971,Smart,101248,13588,101.25,13.59,28,8,3,5
"Gitagum, Misamis Oriental, Philippines",8.56139,124.38654,Smart,118077,13650,118.08,13.65,14,8,2,2
"Dilasag, Aurora, Philippines",16.46212,122.12918,Globe,19285,2127,19.29,2.13,23,8,3,4
"Tubigon, Bohol, Philippines",9.9145,123.96385,DITO,39946,9878,39.95,9.88,30,8,3,8
"Cabagan, Isabela, Philippines",17.36078,121.87903,DITO,25421,14275,25.42,14.28,48,8,2,4
"San Luis, Batangas, Philippines",13.8406,120.95321,Globe,7826,1781,7.83,1.78,20,8,5,7
"San Isidro, Davao Oriental, Philippines",6.78235,126.11108,Smart,39533,11137,39.53,11.14,27,8,4,4
"Balud, Masbate, Philippines",12.04326,123.23632,Smart,375083,47311,375.08,47.31,29,8,2,4
"Rizal, Kalinga, Philippines",17.49297,121.60549,Globe,9910,8742,9.91,8.74,32,8,4,4
"Lingig, Surigao del Sur, Philippines",8.05531,126.37148,Globe,15828,18706,15.83,18.71,30,8,2,4
"Rizal, Occidental Mindoro, Philippines",12.49396,121.01057,DITO,24223,3128,24.22,3.13,29,8,2,4
"Libon, Albay, Philippines",13.26065,123.37106,DITO,36956,10918,36.96,10.92,31,8,3,4
"Basista, Pangasinan, Philippines",15.86113,120.39543,DITO,21438,4294,21.44,4.29,27,8,4,6
"Burgos, La Union, Philippines",16.53803,120.47033,Smart,4194,683,4.19,0.68,33,8,1,3
"Balete, Aklan, Philippines",11.53019,122.36743,Smart,30720,4327,30.72,4.33,28,8,4,6
"Cateel, Davao Oriental, Philippines",7.76918,126.32814,Smart,30675,2931,30.68,2.93,34,8,4,4
"Bacuag, Surigao del Norte, Philippines",9.57881,125.63142,Globe,48228,19732,48.23,19.73,40,8,2,3
"Limasawa, Southern Leyte, Philippines",9.93028,125.0746,Smart,13461,1903,13.46,1.90,29,8,3,4
"San Francisco (Aurora), Quezon, Philippines",13.29776,122.5599,Smart,23225,13914,23.23,13.91,17,8,1,2
"Tubungan, Iloilo, Philippines",10.80645,122.29941,Globe,25194,9127,25.19,9.13,61,8,2,2
"Magpet, Cotabato, Philippines",7.1332,125.17087,Smart,33570,8624,33.57,8.62,25,8,4,5
"Bindoy, Negros Oriental, Philippines",9.79453,123.05639,DITO,41312,4714,41.31,4.71,53,8,3,3
"Dueñas, Iloilo, Philippines",11.06582,122.61702,Smart,39070,3836,39.07,3.84,23,8,5,6
"Ma-ayon, Capiz, Philippines",11.33826,122.87613,Globe,12641,10336,12.64,10.34,37,8,3,7
"Baras, Rizal, Philippines",14.53656,121.27408,DITO,55049,10175,55.05,10.18,22,8,2,6
"Tomas Oppus, Southern Leyte, Philippines",10.27733,124.93964,DITO,4088,706,4.09,0.71,90,8,1,1
"Kadingilan, Bukidnon, Philippines",7.53321,124.87345,Globe,22805,2693,22.81,2.69,34,8,3,5
"Suyo, Ilocos Sur, Philippines",16.96582,120.56245,Globe,3384,3454,3.38,3.45,29,8,1,4
"Santo Domingo, Ilocos Sur, Philippines",17.64462,120.42424,DITO,11997,858,12.00,0.86,18,8,1,3
"Buenavista, Marinduque, Philippines",13.24778,121.98144,Smart,23384,1572,23.38,1.57,24,8,2,3
"Lianga, Surigao del Sur, Philippines",8.60446,126.02409,Globe,19095,5555,19.10,5.56,31,8,3,3
"Tinambac, Camarines Sur, Philippines",13.90428,123.37106,Globe,94293,11180,94.29,11.18,23,8,2,3
"Rosario, Northern Samar, Philippines",12.49956,124.43092,Globe,10743,5123,10.74,5.12,38,8,1,2
"City of Bayugan, Agusan del Sur, Philippines",8.71381,125.74865,DITO,15108,2211,15.11,2.21,69,8,3,4
"Badiangan, Iloilo, Philippines",10.98659,122.5367,DITO,9123,5658,9.12,5.66,44,8,2,4
"San Luis, Batangas, Philippines",13.8406,120.95321,DITO,13860,4053,13.86,4.05,22,8,3,7
"San Dionisio, Iloilo, Philippines",11.32418,123.06765,Globe,13450,4479,13.45,4.48,37,8,3,4
"Mansalay, Oriental Mindoro, Philippines",12.52158,121.441,Smart,26517,6531,26.52,6.53,22,8,3,3
"Shariff Aguak, Maguindanao, Philippines",6.86632,124.44158,Smart,31924,8026,31.92,8.03,40,8,2,3
"Lanuza, Surigao del Sur, Philippines",9.19184,126.0676,Globe,35425,11925,35.43,11.93,28,8,4,6
"Can-avid, Eastern Samar, Philippines",11.98886,125.32468,Smart,76482,3885,76.48,3.89,24,8,3,3
"Bindoy, Negros Oriental, Philippines",9.79453,123.05639,Globe,7452,2021,7.45,2.02,40,8,2,3
"Jimalalud, Negros Oriental, Philippines",10.02157,123.10141,DITO,95514,12143,95.51,12.14,23,8,1,3
"Nagbukel, Ilocos Sur, Philippines",17.43453,120.53942,DITO,156688,27945,156.69,27.95,30,8,2,2
"Pilar, Sorsogon, Philippines",12.97477,123.6847,DITO,48579,16161,48.58,16.16,29,8,2,3
"Aleosan, Cotabato, Philippines",7.18894,124.63034,Smart,28361,7318,28.36,7.32,27,8,2,4
"Kiangan, Ifugao, Philippines",16.77302,121.09083,Smart,26793,2274,26.79,2.27,50,8,4,6
"Alabel, Sarangani, Philippines",6.10416,125.28792,DITO,14722,2289,14.72,2.29,55,8,2,4
"Cuartero, Capiz, Philippines",11.3156,122.74072,Smart,164232,8845,164.23,8.85,19,8,2,4
"Sultan Naga Dimaporo, Lanao del Norte, Philippines",7.79626,123.71859,Smart,61079,20015,61.08,20.02,20,8,1,1
"Pilar, Capiz, Philippines",11.46783,123.02262,Smart,85504,10155,85.50,10.16,24,8,3,5
"Jimalalud, Negros Oriental, Philippines",10.02157,123.10141,Globe,45510,23663,45.51,23.66,53,8,1,4
"Villaba, Leyte, Philippines",11.17773,124.44201,Smart,96655,4486,96.66,4.49,25,8,3,7
"Manay, Davao Oriental, Philippines",7.23227,126.47971,Globe,24626,17702,24.63,17.70,35,8,2,7
"General Emilio Aguinaldo, Cavite, Philippines",14.19312,120.79246,Globe,37096,10884,37.10,10.88,21,8,3,6
"Llorente, Eastern Samar, Philippines",11.35127,125.45628,Smart,20101,1630,20.10,1.63,26,7,3,5
"Salvador Benedicto, Negros Occidental, Philippines",10.5887,123.23632,Smart,194182,36463,194.18,36.46,25,7,2,6
"La Paz, Leyte, Philippines",10.88257,124.92861,Globe,13655,3807,13.66,3.81,49,7,4,6
"Calintaan, Occidental Mindoro, Philippines",12.60409,121.10229,Smart,73139,25121,73.14,25.12,33,7,4,7
"Panganiban, Catanduanes, Philippines",13.89356,124.2755,Globe,34578,8846,34.58,8.85,48,7,4,4
"Pinili, Ilocos Norte, Philippines",17.94294,120.53942,Smart,81765,12963,81.77,12.96,25,7,4,7
"City Of Bislig, Surigao del Sur, Philippines",8.21006,126.28478,DITO,33436,3756,33.44,3.76,41,7,4,7
"Zumarraga, Samar, Philippines",11.66117,124.8569,Globe,23323,26936,23.32,26.94,55,7,2,3
"Laua-an, Antique, Philippines",11.16376,122.11783,DITO,13017,2179,13.02,2.18,28,7,5,6
"Dinalungan, Aurora, Philippines",16.1585,121.83349,Smart,74356,30853,74.36,30.85,20,7,2,4
"Hinoba-an, Negros Occidental, Philippines",9.5554,122.58252,Smart,29584,14248,29.58,14.25,25,7,3,6
"President Roxas, Cotabato, Philippines",7.37928,125.06084,Smart,4109,3820,4.11,3.82,29,7,2,4
"Banna, Ilocos Norte, Philippines",17.95679,120.643,DITO,16517,7187,16.52,7.19,27,7,4,5
"New Corella, Davao del Norte, Philippines",7.59777,125.84981,Globe,20959,23293,20.96,23.29,36,7,2,2
"San Jose, Tarlac, Philippines",15.42002,120.29742,DITO,11227,5421,11.23,5.42,25,7,4,5
"San Ricardo, Southern Leyte, Philippines",9.99523,125.26429,Smart,12721,2888,12.72,2.89,35,7,3,5
"Quezon, Palawan, Philippines",9.22445,117.94833,Globe,33022,4929,33.02,4.93,53,7,2,3
"Dupax Del Sur, Nueva Vizcaya, Philippines",16.13819,121.19395,Smart,30408,2364,30.41,2.36,24,7,5,6
"Jala-jala, Rizal, Philippines",14.36149,121.34273,Smart,17531,2552,17.53,2.55,20,7,5,7
"Santiago, Agusan Del Norte, Philippines",9.27904,125.63142,DITO,31906,2083,31.91,2.08,53,7,2,3
"Makato, Aklan, Philippines",11.70061,122.27673,DITO,7331,137,7.33,0.14,37,7,3,3
"Tubungan, Iloilo, Philippines",10.80645,122.29941,Smart,108406,5607,108.41,5.61,16,7,3,3
"Buug, Zamboanga Sibugay, Philippines",7.74072,123.05639,Smart,152274,13085,152.27,13.09,20,7,2,7
"Buguias, Benguet, Philippines",16.74318,120.82692,Globe,13939,3513,13.94,3.51,26,7,2,3
"Rapu-rapu, Albay, Philippines",13.23584,124.00844,Globe,36288,9758,36.29,9.76,46,7,1,4
"Concepcion, Romblon, Philippines",12.92287,121.72525,Smart,43295,3264,43.30,3.26,20,7,3,3
"San Gabriel, La Union, Philippines",16.66943,120.50488,Smart,18940,4792,18.94,4.79,19,7,4,4
"Sarrat, Ilocos Norte, Philippines",18.11379,120.6545,DITO,25350,3034,25.35,3.03,33,7,3,5
"Getafe, Bohol, Philippines",10.1189,124.18657,DITO,9220,469,9.22,0.47,51,7,1,1
"Sumilao, Bukidnon, Philippines",8.2372,124.92861,Smart,22355,11899,22.36,11.90,23,7,3,4
"Lagangilang, Abra, Philippines",17.62406,120.79246,DITO,35558,8919,35.56,8.92,26,7,4,5
"Perez, Quezon, Philippines",14.18861,121.95869,Smart,78016,7950,78.02,7.95,15,7,2,3
"Pilar, Capiz, Philippines",11.46783,123.02262,Globe,23668,9858,23.67,9.86,71,7,2,4
"Montevista, Davao de Oro, Philippines",7.69422,125.98055,Globe,12530,16387,12.53,16.39,33,7,4,6
"Moises Padilla, Negros Occidental, Philippines",10.26269,123.11266,Globe,25967,9794,25.97,9.79,60,7,2,5
"Banaue, Ifugao, Philippines",16.94963,121.10229,Smart,9129,3600,9.13,3.60,21,7,3,3
"Pantar, Lanao del Norte, Philippines",8.07057,124.25327,DITO,14591,2028,14.59,2.03,24,7,1,1
"Mahaplag, Leyte, Philippines",10.58605,124.99475,Globe,58911,5120,58.91,5.12,38,7,4,5
"Tayasan, Negros Oriental, Philippines",9.94916,123.05639,DITO,26359,18987,26.36,18.99,34,7,2,3
"Penablanca, Cagayan, Philippines",17.66268,121.94731,DITO,15465,12601,15.47,12.60,28,7,3,3
"Manukan, Zamboanga del Norte, Philippines",8.45173,123.10141,Smart,92824,21226,92.82,21.23,25,7,2,5
"Magallanes, Agusan Del Norte, Philippines",9.01943,125.53295,Smart,88268,1632,88.27,1.63,18,7,2,4
"Tagbina, Surigao del Sur, Philippines",8.43879,126.19798,Smart,67397,3045,67.40,3.05,23,7,3,6
"Calatrava, Romblon, Philippines",12.60853,122.07238,Globe,123221,20426,123.22,20.43,30,7,3,4
"Palimbang, Sultan Kudarat, Philippines",6.34322,124.19769,Globe,28115,21085,28.12,21.09,35,7,4,4
"Kapangan, Benguet, Philippines",16.61238,120.59698,Smart,28891,2276,28.89,2.28,32,7,2,3
"Anilao, Iloilo, Philippines",11.00026,122.74072,DITO,14189,1055,14.19,1.06,45,7,3,3
"Jose Abad Santos (Trinidad), Davao Occidental, Philippines",5.83407,125.5439,Globe,17127,5775,17.13,5.78,28,7,1,2
"Lumban, Laguna, Philippines",14.29353,121.52558,DITO,16950,5067,16.95,5.07,23,7,4,5
"Badiangan, Iloilo, Philippines",10.98659,122.5367,Smart,110358,20187,110.36,20.19,30,7,2,3
"Biliran, Philippines",11.51361,124.47527,Smart,86582,18751,86.58,18.75,19,7,5,5
"Sulop, Davao del Sur, Philippines",6.60727,125.3137,Smart,61730,3238,61.73,3.24,30,7,4,5
